,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0016323,CC,GO:0016323,basolateral plasma membrane,30/797,115/8436,1.67151989442748e-07,4.6622823721988e-06,3.27209242491492e-06,Slc6a9/Dlg3/Arrb1/Ptk2/Aqp4/Lin7a/Cav1/Ndrg4/Cd81/Atp1a1/Slc38a3/Stk39/Atp2b1/Car2/Kcnj10/Abca1/Mlc1/Slc8a1/Slc1a3/Kcnj4/Dlg2/Ank3/Slc4a4/Atp1b1/Slc22a8/Slc13a3/Kcnj16/Slc6a13/Atp2b4/Aqp1,30
GO:0006937,BP,GO:0006937,regulation of muscle contraction,22/797,69/8436,1.71212295507335e-07,4.72473079304285e-06,3.31592010167902e-06,Cav1/Prkca/Fgf13/Fxyd1/Atp1a1/Tacr1/Jup/Nr4a1/Atp2b1/Atp2a2/Slc8a1/Chga/Atp1a2/Calm2/Calm1/Map2k1/Atp1b1/Rgs2/Nppa/Bin1/Sphk1/Pde5a,22
GO:0032414,BP,GO:0032414,positive regulation of ion transmembrane transporter activity,22/797,69/8436,1.71212295507335e-07,4.72473079304285e-06,3.31592010167902e-06,Slc6a9/Cacnb4/Plcb1/Kif5b/Stk39/Myo5a/Hspa2/Reln/Calm2/Calm1/Ank3/S100a1/Atp1b1/Atp1b2/Cacng3/Arc/Wnk4/Nppa/Cacnb3/Amigo1/Htr3a/Gal,22
GO:0006941,BP,GO:0006941,striated muscle contraction,24/797,80/8436,1.73111901375397e-07,4.75187589595535e-06,3.33497113259537e-06,Cav1/Scn1b/Fgf13/Fxyd1/Atp1a1/Jup/Nr4a1/Aldoa/Atp2a2/Vegfb/Slc8a1/Chga/Atp1a2/Calm2/Calm1/Cacna1g/Tpm1/Atp1b1/Gsn/Rgs2/Nppa/Bin1/Myh14/Pde5a,24
GO:0050807,BP,GO:0050807,regulation of synapse organization,40/797,180/8436,1.85145574061741e-07,5.05544862227534e-06,3.54802515611946e-06,Epha4/Marcks/Nptx1/Negr1/Ptk2/Pgrmc1/Ppp1r9a/Fyn/Sparcl1/Cdk5r1/Prkca/Kalrn/Ntrk2/Camkv/Tuba1a/Pik3r1/Snap91/Gpm6a/Apoe/Reln/Zfp804a/Sparc/Sipa1l1/Camk2b/Thbs2/Mef2c/Lrp4/Grin1/Baiap2/Arhgap44/Ptpro/Arc/Ptprd/Pcdh8/Slc7a11/Ptn/Lrp8/Amigo1/Slitrk5/Fcgr2b,40
GO:0098609,BP,GO:0098609,cell-cell adhesion,61/797,331/8436,1.8986458320457e-07,5.15715946421628e-06,3.61940806450596e-06,Prkar1a/Cx3cl1/Kirrel3/Ret/Dlg3/Negr1/Ptk2/Jam2/Abl2/Ncam1/Aqp4/Sparcl1/Cav1/Dlg4/Cdk5r1/Prkca/Stxbp1/Cd81/Tyro3/Jup/Pik3r1/Rasgrp1/Serpine2/Megf10/Mbp/Bsg/Nptn/B2m/Igfbp2/Ctnna1/Pip5k1c/Dlg2/Ank3/Tenm3/Pcdh15/Cadm3/Map2k1/Ppia/Ttyh1/Atp1b2/Tmem47/Cdhr1/Rap1gap/Ptprd/Adk/Pcdh8/Cldn5/Add2/Bmp7/Slc7a11/Igf1/Icam5/Cyp1b1/Zdhhc2/Rgcc/Mdk/Amigo1/Erf/Itga7/Hes1/Pde5a,61
GO:0097120,BP,GO:0097120,receptor localization to synapse,20/797,59/8436,2.01083301722828e-07,5.40699367622701e-06,3.79474721545048e-06,Nptx1/Anks1b/Dlg3/Snap25/Dlg4/Kif5b/Kalrn/Mapk10/Kif5a/Nptn/Shisa6/Reln/Vamp2/Dlg2/Cplx1/Map2k1/Cacng3/Arhgap44/Camk2a/Neto1,20
GO:0022836,MF,GO:0022836,gated channel activity,34/797,141/8436,2.01146834909756e-07,5.40699367622701e-06,3.79474721545048e-06,Cacnb4/Kcnh3/Kcna2/Snap25/Scn1b/Kcnmb4/Gria1/Gria2/Kcnb1/Kcnj10/Grin2c/Kcnj4/Gabra1/Scn3a/Gabrb3/Slc17a7/Cacna1g/Gria3/Kcnd2/Ttyh1/Grin1/Cacng3/Kcnj16/Gabra5/Rasa3/Kcnip1/Kcna4/Cacnb3/Kcnb2/Tpcn1/Htr3a/Aqp1/Itpr3/Grin3a,34
GO:0071805,BP,GO:0071805,potassium ion transmembrane transport,29/797,110/8436,2.09993620389869e-07,5.61570568341567e-06,3.94122589760476e-06,Kcnh3/Kcna2/Cav1/Atp1a1/Stk39/Kcnb1/Kcnj10/Slc24a2/Slc1a3/Kcnj4/Atp1a2/Cd63/Vamp2/Ank3/Kcnd2/Atp1b1/Atp1b2/Dpp6/Wnk4/Nppa/Bin1/Kcnj16/Neto1/Kcnip1/Kcna4/Dpp10/Amigo1/Kcnb2/Gal,29
GO:0051272,BP,GO:0051272,positive regulation of cellular component movement,57/797,302/8436,2.12025981129474e-07,5.64097841076775e-06,3.95896285412605e-06,Cx3cl1/Ptprz1/Ret/Ptk2/Vtn/Caly/Jam2/Cav1/Spag9/Prkca/Prkce/Plp1/Map2/Tacr1/Stk39/Pik3r1/Myo5a/Egr1/Tubb2b/Apc/Aldoa/Arhgef2/Vegfb/Slc8a1/Rapgef2/Bsg/Reln/Sash1/Sparc/Pak1/Tmsb4x/Lgmn/Gnai2/Mapk1/Map2k1/Rtn4/Grin1/Ppp3ca/Tiam1/Igfbp5/Camk1d/Agt/Fam107a/Bmp7/Igf1/Dab2/Arhgap5/Cyp1b1/Ptn/Ptk2b/Mdk/Sphk1/Ctsh/Akap12/Aqp1/Lpar1/Pld2,57
GO:0030427,CC,GO:0030427,site of polarized growth,37/797,161/8436,2.1851878390029e-07,5.78405842283011e-06,4.05937955698766e-06,Epha4/Marcks/Crmp1/Ptprz1/Dlg3/Ppp1r9a/Ncam1/Snap25/Kif5b/Cdk5r1/Fgf13/Ntrk2/Nrsn1/Eno2/Gria2/Olfm1/Map2/Map1b/Fscn1/Trak2/Apc/Kif5a/Gpm6a/Zfp804a/Pak1/Calm1/Rtn4/Dcx/Inpp5j/Grin1/Sncb/Dclk1/Snx18/Ptk2b/Nin/Myh14/Lamp5,37
GO:0006897,BP,GO:0006897,endocytosis,60/797,325/8436,2.25353181620453e-07,5.93468175759852e-06,4.16509032981643e-06,Aplp1/Arrb1/Vtn/Caly/Rhoq/Mctp1/Wasf1/Sh3gl2/Snap25/Cav1/Dlg4/Prkca/Syt1/Cd81/Gria1/Scamp1/Gria2/Nsf/Rab31/Snap91/Amph/Necab2/Abca1/Mlc1/Megf10/B2m/Axl/Apoe/Cd63/Ppp3cb/Pip5k1c/Vamp2/Calm1/Fnbp1l/Mapk1/Slc17a7/Dcx/Ppp3r1/Syt7/Lrp4/Sncb/Ppp3ca/Cacng3/Arc/Canx/Syt5/Epn2/Gsn/Snx18/Fcer1g/Grb2/Bin1/Dab2/Ifitm3/Hpca/Lrp8/Sphk1/Tpcn1/Fcgr2b/Pld2,60
GO:0015081,MF,GO:0015081,sodium ion transmembrane transporter activity,22/797,70/8436,2.27799065711485e-07,5.96879572177367e-06,4.18903226101025e-06,Slc6a9/Slc1a2/Scn1b/Slc1a1/Gria2/Atp1a1/Slc6a1/Slc20a1/Slc24a2/Slc8a1/Slc1a3/Slc6a11/Atp1a2/Scn3a/Slc17a7/Cacna1g/Slc4a4/Atp1b1/Atp1b2/Slc13a3/Slc6a13/Tpcn1,22
GO:0008285,BP,GO:0008285,negative regulation of cell population proliferation,61/797,333/8436,2.36725040658959e-07,6.17150508009387e-06,4.33129815201978e-06,Camk2n1/Prkar1a/Cacnb4/Gja1/Ptprz1/Nfib/Meis1/Ski/Ptgds/Cav1/Fth1/Slc9a3r1/Stat1/Prkca/Ndrg4/Cdkn1b/Pik3r1/Apc/Serpine2/Rapgef2/Serpinf1/B2m/Apoe/Sparc/Ctnna1/Pak1/Celf1/Ndrg2/Mef2c/Tpm1/Map2k1/Apod/Frzb/Btg1/Rap1gap/Igfbp5/Nr2f2/Agt/Ifit3/Tax1bp3/Pmp22/Bmp7/Igf1/Dab2/Gna13/Cyp1b1/Ptn/Ifitm3/Ptk2b/Bcl11b/Sox11/Rgcc/Atf5/Trp53inp1/Ctnnbip1/Sox10/Fcgr2b/Hes1/Gal/Pde5a/Rxra,61
GO:0009986,CC,GO:0009986,cell surface,61/797,334/8436,2.64060372813304e-07,6.84972607077711e-06,4.807288576638e-06,Epha4/Slc1a2/Cx3cl1/Lamp1/Jam2/Ncam1/Aqp4/Cav1/Slc1a1/Epha5/Bgn/Ntrk2/Eno2/Cntfr/Sdc2/Gria1/Gria2/Tyro3/Tacr1/Slc6a1/Kcnb1/Hspa2/Abca1/Sdc3/Serpine2/Wnt6/Mbp/Nptn/Slc1a3/B2m/Axl/Apoe/Gabrb3/Sparc/H2-D1/Cd63/Cd302/Ank3/Ctsb/Slc4a4/Lrp4/Atp1b2/Grin1/Dpp6/Bcan/Fcer1g/Pmp22/Slc7a11/Cryab/Ptn/Ifitm3/Ly6c1/Kcna4/Lrp8/Bst2/Lifr/Anxa5/Fcgr2b/Tspan15/Itga7/Lpar1,61
GO:1990351,CC,GO:1990351,transporter complex,43/797,203/8436,2.69284471198948e-07,6.95048674915494e-06,4.87800463931481e-06,Cacnb4/Dlg3/Kcna2/Snap25/Dlg4/Scn1b/Kcnmb4/Gria1/Gria2/Olfm1/Atp1a1/Kcnb1/Hspa2/Atp2a2/Grin2c/Shisa9/Shisa6/Gabra1/Atp1a2/Scn3a/Gabrb3/Calm2/Calm1/Cacna1g/Gria3/Kcnd2/Atp1b1/Ttyh1/Atp1b2/Grin1/Cacng3/Dpp6/Gabra5/Ptk2b/Kcnip1/Kcna4/Cacnb3/Dpp10/Amigo1/Kcnb2/Vwc2/Htr3a/Grin3a,43
GO:0008289,MF,GO:0008289,lipid binding,69/797,396/8436,2.76294204873653e-07,7.09611056873522e-06,4.98020664230311e-06,Marcks/Plekhb2/Cpne6/Pgrmc1/Plcb1/Psd/Ptgds/Sh3gl2/Osbpl1a/Zcchc14/Syt1/Cd81/Pfn2/Gstm1/Atp1a1/Unc13c/Id3/Map1b/Rasgrp1/Cpne7/Hspa2/Snap91/Amph/Abca1/Rapgef2/Mcf2l/Axl/Arhgap33/Apoe/Acox1/Stxbp6/Atp1a2/Pitpnc1/Syt6/Dbi/Cpne4/Vamp2/Fabp7/Fnbp1l/Apod/Syt7/Laptm4b/Arhgap44/Nrgn/Tiam1/Npc2/Syt5/Nr2f2/Epn2/Gsn/Snx18/Sh3pxd2b/Bin1/Igf1/Dab2/Pcyt1b/Plekha2/Sphk1/Tpcn1/Snx7/Prex1/Rasa4/Anxa5/Apold1/Itpr3/Lpar1/Pld2/Calb1/Rxra,69
GO:0006942,BP,GO:0006942,regulation of striated muscle contraction,17/797,45/8436,2.7880328192731e-07,7.12527796373836e-06,5.00067696233636e-06,Cav1/Fgf13/Fxyd1/Atp1a1/Jup/Nr4a1/Atp2a2/Slc8a1/Chga/Atp1a2/Calm2/Calm1/Atp1b1/Rgs2/Nppa/Bin1/Pde5a,17
GO:1903909,BP,GO:1903909,regulation of receptor clustering,9/797,13/8436,2.89634086089419e-07,7.36579234623484e-06,5.16947525171982e-06,Dlg4/Cd81/Shisa6/Lrp4/Gsn/Slc7a11/Sorbs2/Ptn/Zdhhc2,9
GO:0035254,MF,GO:0035254,glutamate receptor binding,18/797,50/8436,2.9165966084402e-07,7.38112351443305e-06,5.18023500312947e-06,Dlg3/Fyn/Dlg4/Slc9a3r1/Cdk5r1/Atp2b2/Gria1/Gria2/Nsf/Necab2/Shisa6/Calm1/Grin1/Cacng3/Camk2a/Myl12a/Canx/Neto1,18
GO:1903532,BP,GO:1903532,positive regulation of secretion by cell,40/797,183/8436,2.95361286481793e-07,7.43851628285215e-06,5.22051451170425e-06,Nnat/Camk2n1/Gja1/Lamp1/Arrb1/Vsnl1/Glul/Snap25/Kif5b/Pcp4/Prkca/Syt1/Stxbp1/Prkce/Tacr1/Kcnb1/Trh/Cck/Bsg/Rab3a/Nmb/Ppp3cb/Cacna1g/Rtn4/Ppia/Tmed10/Syt7/Glud1/Oxct1/Agt/Nppa/Fcer1g/Igf1/Dab2/Sox11/Rgcc/Sphk1/Wls/Gal/Pld2,40
GO:0019901,MF,GO:0019901,protein kinase binding,77/797,461/8436,3.27052148410364e-07,8.1968432171641e-06,5.75272505136765e-06,Epha4/Camk2n1/Prkar1a/Cacnb4/Marcks/Syn1/Gja1/Arrb1/Ptk2/Vim/Ppp1r9a/Ctbp2/Ski/Sh3gl2/Cav1/Dlg4/Kif5b/Spag9/Cdk5r1/Stxbp1/Cdkn1b/Prkce/Ntrk2/Rasa1/Gria1/Gria2/Gstm1/Nsf/Map2/Atp1a1/Jup/Stk39/Pik3r1/Myo5a/Snap91/Apc/Zbtb4/Rapgef2/Prkcb/Ppp1cc/Arhgap33/Agap2/Ccnd2/Sash1/Sipa1l1/Pja2/Calm2/Pak1/Pgam1/Camk2b/Calm1/Mapk1/Map2k1/Grm5/Dcx/Atp1b1/Lrp4/Pea15a/Slc22a8/Bcl11a/Tiam1/Ccnd1/Add2/Grb2/Ptn/Ptk2b/Bag5/Cacnb3/Kif2a/Atp2b4/Rgcc/Srebf1/Nbeal2/Anxa5/Dact1/Hes1/Pld2,77
GO:0055117,BP,GO:0055117,regulation of cardiac muscle contraction,16/797,41/8436,3.71514594736552e-07,9.26643133410208e-06,6.50338554247841e-06,Cav1/Fgf13/Fxyd1/Atp1a1/Jup/Atp2a2/Slc8a1/Chga/Atp1a2/Calm2/Calm1/Atp1b1/Rgs2/Nppa/Bin1/Pde5a,16
GO:0008328,CC,GO:0008328,ionotropic glutamate receptor complex,14/797,32/8436,3.76104217144967e-07,9.29156513594327e-06,6.52102499801724e-06,Dlg3/Dlg4/Gria1/Gria2/Olfm1/Grin2c/Shisa9/Shisa6/Gria3/Grin1/Cacng3/Ptk2b/Vwc2/Grin3a,14
GO:0140115,BP,GO:0140115,export across plasma membrane,14/797,32/8436,3.76104217144967e-07,9.29156513594327e-06,6.52102499801724e-06,Gja1/Kcna2/Fxyd1/Atp1a1/Kcnb1/Atp2b1/Abca1/Slc8a1/Atp1a2/Calm2/Slc4a4/Atp1b1/Atp1b2/Nppa,14
GO:0007204,BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,29/797,113/8436,3.91287091731393e-07,9.62084090949036e-06,6.75211798602588e-06,Fkbp1a/Cx3cl1/Gja1/Abl2/Fyn/Cav1/Dlg4/Prkce/Tacr1/Myo5a/Slc24a2/Tmbim6/Slc8a1/Grin2c/Nptn/Nmb/Dbi/Calm2/Calm1/Cacna1g/Grm1/Grin1/Agt/Gna13/Ptk2b/Synpo/Cacnb3/Itpr3/Lpar1,29
GO:0043408,BP,GO:0043408,regulation of MAPK cascade,61/797,338/8436,4.06110346987738e-07,9.86256306528668e-06,6.92176391730443e-06,Epha4/Camk2n1/Cx3cl1/Ret/Arrb1/Abl2/Plcb1/Cav1/Slc9a3r1/Spag9/Timp3/Prkca/Ndrg4/Prkce/Ntrk2/Cd81/Fbxw7/Stk39/Rasgrp1/Necab2/Apc/Vegfb/Rapgef2/Nptn/Apoe/Prdx1/Gpr37l1/Sash1/Lbh/Pja2/Pak1/Gnai2/Foxo1/Mapk1/Ndrg2/Map2k1/Grm5/Ppia/Grm1/Agt/Rgs2/Npy/Nppa/Igfbp4/Grb2/Bmp7/Igf1/Dab2/Ankrd6/Ptk2b/Lmo3/Igfbp6/Sphk1/Akap12/Bcar3/Dact1/Plce1/Fcgr2b/Tnfrsf19/Lpar1/Pde5a,61
GO:0015267,MF,GO:0015267,channel activity,41/797,192/8436,4.07594083522093e-07,9.86256306528668e-06,6.92176391730443e-06,Cacnb4/Gja1/Kcnh3/Aqp4/Kcna2/Snap25/Scn1b/Slc1a1/Kcnmb4/Gria1/Gria2/Kcnb1/Kcnj10/Slc24a2/Gpm6a/Grin2c/Kcnj4/Gabra1/Scn3a/Gabrb3/Ano3/Slc17a7/Cacna1g/Gria3/Kcnd2/Ttyh1/Grin1/Cacng3/Kcnj16/Gabra5/Rasa3/Kcnip1/Kcna4/Gjb2/Cacnb3/Kcnb2/Tpcn1/Htr3a/Aqp1/Itpr3/Grin3a,41
GO:0022803,MF,GO:0022803,passive transmembrane transporter activity,41/797,192/8436,4.07594083522093e-07,9.86256306528668e-06,6.92176391730443e-06,Cacnb4/Gja1/Kcnh3/Aqp4/Kcna2/Snap25/Scn1b/Slc1a1/Kcnmb4/Gria1/Gria2/Kcnb1/Kcnj10/Slc24a2/Gpm6a/Grin2c/Kcnj4/Gabra1/Scn3a/Gabrb3/Ano3/Slc17a7/Cacna1g/Gria3/Kcnd2/Ttyh1/Grin1/Cacng3/Kcnj16/Gabra5/Rasa3/Kcnip1/Kcna4/Gjb2/Cacnb3/Kcnb2/Tpcn1/Htr3a/Aqp1/Itpr3/Grin3a,41
GO:0043410,BP,GO:0043410,positive regulation of MAPK cascade,45/797,220/8436,4.08722255018627e-07,9.86256306528668e-06,6.92176391730443e-06,Epha4/Cx3cl1/Ret/Arrb1/Abl2/Plcb1/Spag9/Prkca/Ndrg4/Prkce/Ntrk2/Cd81/Fbxw7/Stk39/Rasgrp1/Necab2/Vegfb/Rapgef2/Nptn/Apoe/Gpr37l1/Sash1/Pja2/Pak1/Gnai2/Map2k1/Grm5/Ppia/Grm1/Agt/Npy/Igfbp4/Igf1/Dab2/Ankrd6/Ptk2b/Igfbp6/Sphk1/Akap12/Bcar3/Plce1/Fcgr2b/Tnfrsf19/Lpar1/Pde5a,45
GO:0030335,BP,GO:0030335,positive regulation of cell migration,54/797,286/8436,4.41531151515204e-07,1.06049241391707e-05,7.44276926457646e-06,Cx3cl1/Ptprz1/Ret/Ptk2/Vtn/Jam2/Cav1/Spag9/Prkca/Prkce/Plp1/Tacr1/Stk39/Pik3r1/Myo5a/Egr1/Apc/Aldoa/Arhgef2/Vegfb/Slc8a1/Rapgef2/Bsg/Reln/Sash1/Sparc/Pak1/Tmsb4x/Lgmn/Gnai2/Mapk1/Map2k1/Rtn4/Grin1/Ppp3ca/Tiam1/Igfbp5/Camk1d/Agt/Fam107a/Bmp7/Igf1/Dab2/Arhgap5/Cyp1b1/Ptn/Ptk2b/Mdk/Sphk1/Ctsh/Akap12/Aqp1/Lpar1/Pld2,54
GO:0021537,BP,GO:0021537,telencephalon development,36/797,159/8436,4.70442286204241e-07,1.12472561328461e-05,7.89357200087543e-06,Slc1a2/Kirrel3/Nfib/Plcb1/Ski/Epha5/Cdk5r1/Fgf13/Ntrk2/Eomes/Btbd3/Reln/Atp1a2/Id2/Dbi/Arx/Celf1/Rtn4/Dcx/Atp1b2/Grin1/Hes5/Bcan/Slc7a11/Dlx1/Nin/Bcl11b/Lrp8/Foxg1/Mdk/Atf5/Dclk2/Slitrk5/Aqp1/Hes1/Neurod1,36
GO:0043292,CC,GO:0043292,contractile fiber,29/797,114/8436,4.7855838316878e-07,1.13888114306405e-05,7.99291862569198e-06,Fkbp1a/Gja1/Ahnak/Dst/Cdk5r1/Jup/Myl9/Cst3/Aldoa/Slc8a1/Dbi/Calm2/Pak1/Ppp3cb/Calm1/Ank3/Mef2c/Csrp1/Tpm1/S100a1/Ppp3ca/Myl12a/Pygm/Bin1/Cryab/Synpo/Bag3/Atp2b4/Anxa5,29
GO:0009612,BP,GO:0009612,response to mechanical stimulus,22/797,73/8436,5.16713740493111e-07,1.21850494803557e-05,8.55173602088838e-06,Abl2/Fyn/Cav1/Kalrn/Atp2b2/Atp1a1/Tacr1/Jup/Slc8a1/Serpine2/Slc1a3/Atp1a2/Ano3/Pcdh15/Gsn/Whrn/Igf1/Ptn/Cacnb3/Bag3/Mdk/Aqp1,22
GO:0032411,BP,GO:0032411,positive regulation of transporter activity,22/797,73/8436,5.16713740493111e-07,1.21850494803557e-05,8.55173602088838e-06,Slc6a9/Cacnb4/Plcb1/Kif5b/Stk39/Myo5a/Hspa2/Reln/Calm2/Calm1/Ank3/S100a1/Atp1b1/Atp1b2/Cacng3/Arc/Wnk4/Nppa/Cacnb3/Amigo1/Htr3a/Gal,22
GO:0016358,BP,GO:0016358,dendrite development,46/797,229/8436,5.25088264058383e-07,1.23265063978954e-05,8.65101360027601e-06,Epha4/Marcks/Ptprz1/Abl2/Ppp1r9a/Fyn/Dlg4/Epha5/Cdk5r1/Kalrn/Ntrk2/Sdc2/Ywhah/Map2/Map1b/Trak2/Rapgef2/Btbd3/Apoe/Reln/Sez6/Sipa1l1/Pak1/Camk2b/Actl6b/Mef2c/Dcx/Lrp4/Grin1/Baiap2/Ppp3ca/Arhgap44/Dclk1/Camk2a/Bcl11a/Arc/Ptprd/Camk1d/Bmp7/Ptn/Lrp8/Slitrk5/Dact1/Fcgr2b/Lpar1/Grin3a,46
GO:0098552,CC,GO:0098552,side of membrane,45/797,222/8436,5.3496109864956e-07,1.25017035125852e-05,8.77397079292948e-06,Gng4/Lamp1/Ptk2/Dst/Ncam1/Aqp4/Fyn/Snap25/Dlg4/Epha5/Cntfr/Jup/Atp2b1/Abca1/Atp2a2/Serpine2/Mcf2l/B2m/Apoe/H2-D1/Gnb5/Cd302/Gnai2/Ctsb/Atp1b2/Ppp3ca/Gng13/Th/Tiam1/Gnai1/Canx/Rgs2/Litaf/Snx18/Fcer1g/Gna13/Ptk2b/Rasa3/Ly6c1/Kcnip1/Gng10/S100a6/Lifr/Anxa5/Fcgr2b,45
GO:0040017,BP,GO:0040017,positive regulation of locomotion,55/797,297/8436,6.60284924157577e-07,1.53612474732265e-05,1.07808617071563e-05,Cx3cl1/Ptprz1/Ret/Ptk2/Vtn/Jam2/Cav1/Spag9/Prkca/Prkce/Plp1/Tacr1/Stk39/Pik3r1/Myo5a/Egr1/Apc/Aldoa/Arhgef2/Vegfb/Slc8a1/Rapgef2/Bsg/Reln/Sash1/Sparc/Pak1/Tmsb4x/Lgmn/Gnai2/Mapk1/Scg2/Map2k1/Rtn4/Grin1/Ppp3ca/Tiam1/Igfbp5/Camk1d/Agt/Fam107a/Bmp7/Igf1/Dab2/Arhgap5/Cyp1b1/Ptn/Ptk2b/Mdk/Sphk1/Ctsh/Akap12/Aqp1/Lpar1/Pld2,55
GO:2000147,BP,GO:2000147,positive regulation of cell motility,54/797,290/8436,6.98716647096836e-07,1.61726697361991e-05,1.13503357175492e-05,Cx3cl1/Ptprz1/Ret/Ptk2/Vtn/Jam2/Cav1/Spag9/Prkca/Prkce/Plp1/Tacr1/Stk39/Pik3r1/Myo5a/Egr1/Apc/Aldoa/Arhgef2/Vegfb/Slc8a1/Rapgef2/Bsg/Reln/Sash1/Sparc/Pak1/Tmsb4x/Lgmn/Gnai2/Mapk1/Map2k1/Rtn4/Grin1/Ppp3ca/Tiam1/Igfbp5/Camk1d/Agt/Fam107a/Bmp7/Igf1/Dab2/Arhgap5/Cyp1b1/Ptn/Ptk2b/Mdk/Sphk1/Ctsh/Akap12/Aqp1/Lpar1/Pld2,54
GO:0007616,BP,GO:0007616,long-term memory,13/797,29/8436,7.01397588790441e-07,1.61726697361991e-05,1.13503357175492e-05,Snap25/Ntrk2/Gria1/Tacr1/Egr1/Ccnd2/Apoe/Reln/Pja2/Slc17a7/Grin1/Arc/Calb1,13
GO:0043524,BP,GO:0043524,negative regulation of neuron apoptotic process,28/797,110/8436,7.42909543554266e-07,1.7054047398051e-05,1.19689059671831e-05,Cx3cl1/Ptprz1/Arrb1/Fyn/Pcp4/Slc1a1/Mt1/Stxbp1/Ntrk2/Cntfr/Tyro3/Faim2/Vegfb/Axl/Agap2/Apoe/Gabrb3/Lgmn/Mef2c/Grin1/Sncb/Agt/Dlx1/Gabra5/Ptk2b/Tox3/Mdk/Chl1,28
GO:0006865,BP,GO:0006865,amino acid transport,25/797,92/8436,7.8018389725331e-07,1.76243826793483e-05,1.2369179825481e-05,Slc6a9/Slc1a2/Cacnb4/Gja1/Sfxn5/Slc1a1/Slc9a3r1/Stxbp1/Ntrk2/Slc38a3/Slc6a1/Trh/Kcnj10/Cck/Slc1a3/Slc6a7/Pak1/Slc17a7/Grm1/Arl6ip1/Agt/Rgs2/Slc7a11/Slc13a3/Slc6a13,25
GO:0019897,CC,GO:0019897,extrinsic component of plasma membrane,26/797,98/8436,7.80914460251158e-07,1.76243826793483e-05,1.2369179825481e-05,Gng4/Ptk2/Fyn/Snap25/Dlg4/Olfm1/Jup/Snap91/Apc/Atp2a2/Serpine2/Mcf2l/Apoe/S100a10/Ctnna1/Gnb5/Gnai2/Gng13/Tiam1/Gnai1/Snx18/Gna13/Ptk2b/Kcnip1/Gng10/S100a6,26
GO:0071248,BP,GO:0071248,cellular response to metal ion,26/797,98/8436,7.80914460251158e-07,1.76243826793483e-05,1.2369179825481e-05,Mt2/Cpne6/Nptx1/Dlg4/Slc1a1/Mt1/Syt1/Cdkn1b/Cpne7/B2m/Gabrb3/Syt6/Id2/Cpne4/Dlg2/Lgmn/Ank3/Mapk1/Mef2c/Syt7/Junb/Syt5/Gsn/Hpca/Rasa4/Aqp1,26
GO:0098685,CC,GO:0098685,Schaffer collateral - CA1 synapse,21/797,69/8436,7.81343102592541e-07,1.76243826793483e-05,1.2369179825481e-05,Epha4/Syn1/Anks1b/Fyn/Pfn2/Gria2/Mpp2/Tubb2b/Cplx1/Syn2/Grm5/Ppp3r1/Grm1/Baiap2/Ppp3ca/Cacng3/Camk2a/Ptprd/Chrm1/Synpo/Akap12,21
GO:1900271,BP,GO:1900271,regulation of long-term synaptic potentiation,16/797,43/8436,7.97215923854234e-07,1.79045723504579e-05,1.25658231060004e-05,Epha4/Ppp1r9a/Kalrn/Calb2/Nptn/Apoe/Reln/Rab3a/Pak1/Lgmn/Arc/Nrgn/Fam107a/Ptn/Zdhhc2/Calb1,16
GO:0008284,BP,GO:0008284,positive regulation of cell population proliferation,72/797,431/8436,8.04700453657904e-07,1.79947670412811e-05,1.2629123725965e-05,Cx3cl1/Ptprz1/Arrb1/Ptk2/Vim/Glul/Meis1/Pbx1/Ncam1/Cav1/Prkca/Cdkn1b/Ntrk2/Cd81/Rasa1/Cntfr/Tacr1/Meis2/Htra1/Nr4a1/Egr1/Cst3/Cck/Vegfb/Megf10/Vstm2a/Igfbp2/Ppp1cc/Agap2/Ccnd2/Gpr37l1/S100b/Nampt/Nmb/Lbh/Id2/Azin1/Pak1/Lgmn/Gnai2/Mapk1/Scg2/Mef2c/Rtn4/Ybx1/Srpk2/Nap1l1/Tiam1/Igfbp5/Adk/Agt/Ccnd1/Hes5/Cldn5/Npy/Yap1/Igf1/Crip2/Arhgap5/Ptn/Ptk2b/Sox11/Foxg1/Mdk/Sphk1/Sox10/Ctsh/Wwtr1/Hey2/Lifr/Aqp1/Hes1,72
GO:0046879,BP,GO:0046879,hormone secretion,38/797,176/8436,8.11218871308168e-07,1.80626759843209e-05,1.26767837174382e-05,Nnat/Camk2n1/Gja1/Arrb1/Vsnl1/Glul/Snap25/Kif5b/Epha5/Kalrn/Prkce/Tacr1/Myo5a/Kcnb1/Cpe/Trh/Pde1c/Chga/Nmb/Cpt1a/Ppp3cb/Vamp2/Cplx1/Syt7/Glud1/Ppp3ca/Oxct1/Agt/Nppa/Dab2/Sox11/Srebf1/Hadh/Npy1r/Anxa5/Aqp1/Neurod1/Gal,38
GO:1902305,BP,GO:1902305,regulation of sodium ion transmembrane transport,17/797,48/8436,8.16664012376288e-07,1.81062089581546e-05,1.27073361170022e-05,Fxyd6/Plcb1/Kif5b/Scn1b/Slc9a3r1/Fgf13/Fxyd1/Ywhah/Stk39/Atp1a2/Ank3/Atp1b1/Atp1b2/Wnk4/Neto1/Atp2b4/Stom,17
